id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
268,11.9,0.32,0.34,2.1,0.068,5.0,20.0,0.9982,3.37,0.78,10.0,6.0
269,7.2,0.56,0.02,1.7,0.0819999999999999,9.0,28.0,0.99388,3.28,0.58,9.5,5.0
270,9.1,0.53,0.26,2.5,0.079,7.0,28.0,0.9994,3.24,0.54,9.8,5.0
271,8.1,0.32,0.47,2.2,0.074,15.0,31.0,0.9976,3.16,0.71,12.6,7.0
272,7.2,0.61,0.05,1.4,0.076,7.0,15.0,0.99685,3.27,0.57,9.5,5.0
273,6.1,0.38,0.13,2.5,0.095,13.0,33.0,0.9968,3.42,0.53,9.8,5.0
274,6.7,0.645,0.0,2.0,0.074,3.0,9.0,0.9955,3.49,0.62,11.4,7.0
275,6.6,0.47,0.28,2.0,0.0559999999999999,12.0,28.0,0.99576,3.45,0.57,11.4,5.0
276,7.5,0.78,0.11,2.1,0.079,12.0,31.0,0.9988,3.39,0.54,9.6,5.0
277,8.9,0.6,0.07,2.7,0.065,8.0,18.0,0.9991,3.36,0.68,12.0,7.0
278,7.0,0.43,0.23,2.3,0.074,16.0,40.0,0.99498,3.22,0.71,11.5,5.0
279,5.3,0.54,0.02,1.8,0.076,18.0,40.0,0.99746,3.35,0.55,9.3,6.0
280,7.5,0.65,0.0,1.6,0.093,18.0,60.0,0.9966,3.39,0.51,9.3,6.0
281,8.5,0.6,0.03,2.3,0.098,24.0,47.0,0.9982,3.44,0.55,10.5,7.0
282,7.2,0.58,0.0,1.9,0.077,8.0,37.0,0.995,3.32,0.65,9.8,6.0
283,10.8,0.57,0.34,2.1,0.078,6.0,18.0,0.9948,3.24,0.58,9.8,6.0
284,7.5,0.42,0.29,2.6,0.081,19.0,37.0,0.9974,3.2,0.59,9.6,5.0
285,8.3,0.645,0.0,2.0,0.076,5.0,27.0,0.995,3.4,0.57,9.6,6.0
286,7.8,1.04,0.03,1.5,0.064,9.0,17.0,0.9991,3.41,0.73,10.4,6.0
287,6.9,0.52,0.0,2.4,0.092,12.0,28.0,0.9983,3.41,0.57,11.0,7.0
288,6.6,0.8,0.07,2.4,0.061,7.0,31.0,0.99746,3.35,0.52,10.8,5.0
289,7.0,0.6,0.14,1.9,0.09,17.0,28.0,0.9976,3.42,0.53,9.8,6.0
290,8.5,0.48,0.27,2.3,0.08,9.0,20.0,0.9956,3.35,0.62,11.8,7.0
291,8.7,0.59,0.22,1.9,0.075,19.0,28.0,0.9976,3.17,0.47,9.5,5.0
292,7.9,0.6,0.0,2.3,0.069,21.0,85.0,0.9958,3.52,0.54,9.4,6.0
293,9.0,0.36,0.66,2.5,0.078,8.0,16.0,0.99444,3.08,0.86,11.0,7.0
294,8.0,0.31,0.49,2.1,0.079,13.0,48.0,0.9972,3.47,0.72,11.4,4.0
295,7.8,0.59,0.15,2.6,0.094,16.0,86.0,0.99704,3.28,0.71,10.0,5.0
296,7.0,0.78,0.0,1.7,0.083,16.0,28.0,0.99472,3.59,0.52,9.7,6.0
297,10.4,0.68,0.4,2.2,0.074,15.0,34.0,0.9962,3.16,0.61,9.7,6.0
298,6.4,0.36,0.01,2.6,0.074,3.0,10.0,0.9972,3.39,0.67,9.2,5.0
299,9.0,0.4,0.32,1.7,0.066,6.0,15.0,0.9973,3.36,0.72,11.7,7.0
300,7.8,0.28,0.31,2.0,0.078,15.0,25.0,0.99538,3.38,0.62,9.3,6.0
301,7.5,0.41,0.37,2.5,0.095,13.0,29.0,0.9967,3.35,0.66,9.4,6.0
302,7.7,0.685,0.0,2.2,0.07,7.0,28.0,0.9972,3.31,0.53,9.4,5.0
303,7.6,0.41,0.02,2.4,0.066,6.0,12.0,0.9987,3.54,0.59,11.0,7.0
304,9.6,0.5,0.48,2.0,0.08,16.0,64.0,0.9982,3.21,1.02,9.6,5.0
305,8.0,0.4,0.19,2.7,0.087,21.0,77.0,0.9956,3.36,0.83,9.4,5.0
306,11.4,0.35,0.44,1.8,0.093,5.0,28.0,0.9986,3.3,0.69,10.8,6.0
307,7.8,0.69,0.0,2.0,0.092,13.0,29.0,0.99702,3.22,0.55,10.1,6.0
308,9.3,0.28,0.43,2.1,0.08,10.0,49.0,0.9963,3.39,0.56,12.6,6.0
309,7.5,0.4,0.21,1.65,0.073,5.0,14.0,0.99628,3.39,0.66,9.4,5.0
310,7.6,0.85,0.0,1.4,0.066,12.0,45.0,0.9948,3.51,0.57,9.5,5.0
311,7.6,0.725,0.15,2.1,0.078,12.0,49.0,0.9992,3.42,0.52,9.8,5.0
312,8.3,0.49,0.44,2.2,0.08,15.0,28.0,0.99538,3.21,0.67,10.9,5.0
313,10.2,0.56,0.28,1.9,0.07,28.0,54.0,0.9948,3.17,0.72,9.0,6.0
314,7.9,0.73,0.0,1.9,0.094,29.0,46.0,0.99652,3.41,0.52,9.4,5.0
315,9.2,0.31,0.37,2.2,0.0819999999999999,6.0,14.0,0.99652,3.22,0.57,9.7,5.0
316,7.8,0.5,0.31,1.8,0.086,7.0,34.0,0.9978,3.36,0.52,12.0,7.0
317,7.0,0.48,0.12,2.5,0.067,7.0,38.0,0.99572,3.35,0.58,9.5,5.0
318,7.1,0.28,0.34,2.4,0.064,5.0,13.0,0.99616,3.44,0.55,11.1,5.0
319,6.6,0.61,0.02,2.0,0.0819999999999999,8.0,21.0,0.9988,3.18,0.52,11.0,8.0
320,15.5,0.26,0.49,2.8,0.078,5.0,16.0,1.0008,3.09,0.49,9.6,5.0
321,7.7,0.41,0.12,1.8,0.074,3.0,12.0,0.99586,3.47,0.62,9.6,5.0
322,9.6,0.31,0.49,2.1,0.063,21.0,42.0,0.9948,3.27,0.59,9.9,5.0
323,12.6,0.4,0.55,2.1,0.092,4.0,28.0,1.00242,3.16,0.59,9.2,5.0
324,6.5,0.59,0.0,2.1,0.078,13.0,31.0,0.996,3.35,0.55,10.0,6.0
325,5.1,0.87,0.03,1.8,0.059,13.0,49.0,0.9966,3.36,0.6,9.3,6.0
326,7.8,0.53,0.15,1.7,0.071,16.0,56.0,0.99668,3.3,0.68,10.6,4.0
327,5.9,0.47,0.25,1.6,0.067,12.0,54.0,0.9962,3.38,0.66,9.2,6.0
328,7.3,0.41,0.34,2.1,0.077,13.0,21.0,0.9982,3.12,0.77,11.3,7.0
329,8.0,0.34,0.21,2.5,0.081,11.0,50.0,0.998,3.2,0.56,9.9,5.0
330,6.2,0.37,0.4,2.0,0.079,7.0,17.0,0.99655,3.45,0.63,13.0,7.0
331,6.9,0.685,0.0,2.6,0.064,15.0,29.0,0.9997,3.37,0.59,9.3,5.0
332,6.8,0.46,0.0,1.8,0.074,10.0,49.0,0.9982,3.25,0.79,9.5,5.0
333,8.3,0.66,0.0,2.3,0.073,7.0,28.0,0.9991,3.36,0.58,9.5,5.0
334,6.8,0.5,0.09,2.1,0.076,10.0,22.0,0.99746,3.36,0.64,9.6,5.0
335,8.1,0.31,0.53,2.3,0.075,7.0,21.0,0.99656,3.29,0.61,9.0,6.0
336,7.3,0.6,0.14,2.4,0.074,6.0,20.0,0.99655,3.31,0.54,10.4,6.0
337,7.0,0.46,0.06,2.3,0.071,27.0,62.0,0.9962,3.36,0.58,9.6,5.0
338,12.0,0.27,0.49,2.0,0.07,12.0,28.0,1.0002,3.26,0.68,10.9,6.0
339,7.1,0.5,0.02,2.5,0.079,9.0,19.0,0.99718,3.39,0.63,11.1,7.0
340,7.0,0.43,0.18,1.8,0.08,5.0,13.0,0.9948,3.37,0.56,9.5,6.0
341,8.2,0.62,0.0,2.0,0.077,14.0,43.0,0.9981,3.36,0.61,9.8,6.0
342,7.5,0.31,0.49,2.0,0.074,19.0,42.0,0.9976,3.15,0.69,11.3,5.0
343,7.7,0.715,0.0,2.4,0.069,8.0,24.0,0.9947,3.31,0.59,9.5,4.0
344,7.2,0.64,0.13,1.7,0.078,4.0,19.0,0.99672,3.25,0.56,9.5,6.0
345,7.0,0.57,0.04,2.3,0.079,10.0,18.0,0.9968,3.32,0.52,11.0,7.0
346,7.8,0.67,0.0,2.1,0.086,11.0,28.0,0.9966,3.22,0.56,9.4,6.0
347,7.7,0.6,0.08,4.0,0.079,31.0,53.0,0.99354,3.52,0.8,11.1,5.0
348,7.9,0.5,0.35,1.8,0.0819999999999999,6.0,12.0,0.99786,3.21,0.54,10.2,5.0
349,7.9,0.24,0.31,2.1,0.076,15.0,27.0,0.9988,3.53,0.63,10.1,6.0
350,7.9,0.46,0.21,2.2,0.08,9.0,46.0,0.99786,3.15,0.74,9.5,6.0
351,7.8,0.62,0.31,2.4,0.071,34.0,53.0,0.9948,3.38,0.56,12.5,7.0
352,10.1,0.49,0.49,1.9,0.087,6.0,21.0,0.9979,3.17,0.74,10.4,6.0
353,6.2,0.55,0.0,2.4,0.077,13.0,21.0,0.99734,3.2,0.56,9.0,7.0
354,6.2,0.66,0.02,1.8,0.078,28.0,49.0,0.9994,3.41,0.65,10.2,5.0
355,6.6,0.42,0.4,5.1,0.08,17.0,33.0,0.9958,3.58,0.73,11.8,5.0
356,8.9,0.34,0.22,2.2,0.097,14.0,31.0,0.9964,3.28,0.48,11.1,6.0
357,6.7,0.46,0.24,2.2,0.085,23.0,49.0,0.99736,3.26,0.64,10.8,5.0
358,7.1,0.74,0.0,1.9,0.07,10.0,29.0,0.9973,3.62,0.57,12.3,8.0
359,7.2,0.725,0.0,2.1,0.08,10.0,24.0,0.99586,3.28,0.58,10.5,6.0
360,10.0,0.32,0.47,2.7,0.078,8.0,23.0,0.9974,3.31,0.55,10.9,5.0
361,6.5,0.64,0.01,2.1,0.084,15.0,44.0,0.99498,3.3,0.56,11.5,6.0
362,9.0,0.36,0.49,2.1,0.076,6.0,27.0,0.9976,3.3,0.57,10.0,6.0
363,6.6,0.5,0.01,2.0,0.067,5.0,14.0,0.99656,3.49,0.57,9.8,6.0
364,8.3,0.53,0.21,2.4,0.077,9.0,46.0,0.9972,3.28,0.61,9.5,5.0
365,9.6,0.64,0.24,1.9,0.0969999999999999,15.0,34.0,0.9978,3.14,0.58,9.4,6.0
366,8.6,0.51,0.15,2.1,0.077,15.0,21.0,0.996,3.24,0.63,9.9,5.0
367,11.6,0.29,0.47,2.0,0.086,21.0,65.0,0.9982,3.08,0.66,9.5,6.0
368,7.7,0.54,0.18,2.3,0.048,14.0,31.0,0.99716,3.37,0.66,11.8,6.0
369,6.6,0.47,0.34,2.5,0.078,16.0,36.0,0.99708,3.51,0.65,11.0,7.0
370,7.0,0.42,0.3,2.1,0.067,11.0,18.0,0.9967,3.56,0.58,10.6,7.0
371,9.0,0.6,0.45,2.3,0.084,13.0,28.0,0.9976,3.17,0.59,11.0,6.0
372,10.5,0.43,0.39,2.0,0.078,13.0,29.0,0.9972,3.2,0.59,10.3,5.0
373,6.8,0.62,0.03,2.2,0.0819999999999999,24.0,44.0,0.9964,3.36,0.46,11.6,5.0
374,7.1,0.69,0.0,2.1,0.08,15.0,42.0,0.9956,3.21,0.59,10.9,6.0
375,7.4,0.49,0.07,2.2,0.077,15.0,28.0,0.9964,3.36,0.44,9.5,5.0
376,8.3,0.51,0.26,2.0,0.0969999999999999,13.0,33.0,0.9976,3.14,0.75,9.8,5.0
377,7.9,0.645,0.06,2.0,0.086,15.0,65.0,0.9978,3.36,0.51,10.2,6.0
378,9.1,0.39,0.49,2.0,0.071,5.0,12.0,0.9964,3.43,0.54,9.2,5.0
379,7.6,0.6,0.06,2.1,0.073,10.0,17.0,0.99668,3.29,0.52,9.4,6.0
380,10.0,0.28,0.49,2.0,0.074,17.0,49.0,1.0002,3.1,0.53,9.5,5.0
381,7.4,0.47,0.24,2.6,0.081,11.0,65.0,0.9947,3.17,0.52,9.8,6.0
382,7.0,0.6,0.0,2.1,0.078,4.0,15.0,0.9965,3.37,0.5,9.5,6.0
383,9.8,0.42,0.29,2.0,0.071,10.0,37.0,0.9955,3.28,0.56,9.2,5.0
384,7.9,0.42,0.09,2.1,0.073,16.0,44.0,0.9963,3.47,0.65,12.0,7.0
385,7.7,1.09,0.09,1.6,0.079,18.0,46.0,0.9964,3.38,0.49,9.6,5.0
386,7.0,0.35,0.42,2.3,0.074,17.0,35.0,0.99504,3.42,0.57,10.0,6.0
387,9.4,0.46,0.31,1.8,0.079,11.0,44.0,0.99572,3.16,0.69,9.4,5.0
388,8.4,0.38,0.28,2.3,0.081,33.0,60.0,0.9962,3.39,0.52,11.3,7.0
389,9.9,0.48,0.44,2.0,0.0819999999999999,12.0,26.0,0.9964,3.08,0.68,9.4,5.0
390,7.2,0.32,0.43,2.3,0.08,10.0,32.0,0.99824,3.39,0.6,9.5,6.0
391,9.3,0.58,0.0,2.2,0.079,19.0,49.0,0.99536,3.25,0.49,9.4,5.0
392,8.0,0.69,0.0,3.0,0.077,6.0,15.0,0.99458,3.61,0.59,12.0,7.0
393,6.2,0.59,0.21,2.2,0.079,4.0,13.0,0.99494,3.57,0.62,9.5,4.0
394,7.4,0.47,0.24,2.0,0.08,26.0,67.0,0.99652,3.36,0.53,9.8,5.0
395,8.9,0.66,0.02,2.1,0.075,3.0,9.0,0.9981,3.39,0.59,9.8,5.0
396,7.9,0.43,0.12,2.5,0.079,14.0,28.0,0.99572,3.43,0.62,9.0,5.0
397,12.4,0.67,0.0,2.2,0.076,5.0,20.0,1.0026,3.35,0.59,9.5,5.0
398,7.9,0.52,0.23,2.0,0.078,4.0,12.0,0.9967,3.27,0.53,9.2,5.0
399,7.8,0.41,0.11,2.2,0.077,7.0,22.0,0.99596,3.22,0.58,10.3,5.0
400,8.1,0.59,0.19,6.2,0.079,20.0,49.0,0.9968,3.26,0.54,9.4,5.0
401,9.8,0.48,0.34,5.6,0.0559999999999999,26.0,51.0,0.9965,3.32,0.6,12.5,6.0
402,10.4,0.31,0.4,2.1,0.095,6.0,28.0,0.9959,3.4,0.62,11.0,7.0
403,9.9,0.31,0.49,1.8,0.104,4.0,14.0,0.99708,3.22,0.77,9.8,5.0
404,8.4,0.57,0.0,2.6,0.077,18.0,43.0,0.995,3.51,0.76,10.0,6.0
405,6.6,0.885,0.0,1.8,0.067,14.0,35.0,0.9954,3.3,0.55,9.7,5.0
406,8.6,0.43,0.25,2.1,0.066,21.0,65.0,0.9969,3.28,0.62,10.5,6.0
407,7.7,0.39,0.49,3.2,0.083,6.0,14.0,0.99494,3.26,0.68,12.4,7.0
408,9.1,0.56,0.15,1.8,0.071,24.0,44.0,0.99656,3.3,0.82,9.4,7.0
409,10.6,0.34,0.68,2.1,0.078,10.0,26.0,1.0002,3.15,0.75,10.6,6.0
410,8.2,0.685,0.02,1.4,0.075,20.0,49.0,0.99566,3.42,0.59,12.0,5.0
411,6.9,0.24,0.48,4.1,0.092,14.0,27.0,0.9986,3.38,0.56,9.5,5.0
412,10.2,0.32,0.41,1.8,0.072,14.0,38.0,0.9994,3.12,0.82,9.2,6.0
413,7.2,0.57,0.07,1.8,0.07,25.0,85.0,0.9969,3.37,0.68,9.8,6.0
414,8.3,0.57,0.12,2.4,0.093,19.0,49.0,0.9964,3.09,0.58,9.6,5.0
415,9.1,0.6,0.34,2.3,0.05,16.0,72.0,0.99642,3.27,0.72,9.6,6.0
416,7.0,0.47,0.06,1.6,0.088,9.0,23.0,0.99742,3.35,0.64,9.6,5.0
417,7.4,0.5,0.02,2.3,0.0819999999999999,9.0,20.0,0.9972,3.38,0.58,10.2,5.0
418,9.3,0.33,0.49,1.9,0.07,5.0,22.0,0.9966,3.15,0.57,9.7,7.0
419,7.9,0.56,0.0,1.8,0.071,28.0,49.0,0.99448,3.62,0.67,10.7,5.0
420,7.0,0.54,0.04,1.7,0.061,18.0,94.0,0.99392,3.32,0.57,9.1,5.0
421,8.7,0.43,0.27,2.4,0.07,23.0,47.0,0.99745,3.14,0.6,9.9,6.0
422,6.3,0.61,0.02,1.7,0.076,8.0,33.0,0.99388,3.54,0.54,10.2,6.0
423,6.7,0.6,0.03,3.0,0.071,3.0,15.0,0.9961,3.61,0.6,10.0,6.0
424,7.8,0.695,0.06,1.6,0.086,22.0,40.0,0.9984,3.34,0.48,9.6,5.0
425,7.3,0.38,0.33,2.8,0.104,21.0,77.0,0.9948,3.27,1.17,9.9,5.0
426,11.6,0.39,0.49,2.1,0.089,7.0,18.0,0.9967,3.28,0.54,9.5,6.0
427,6.7,0.645,0.02,2.2,0.08,14.0,21.0,0.99708,3.41,0.53,10.4,5.0
428,7.7,0.52,0.42,2.3,0.083,40.0,100.0,0.99588,3.1,0.72,10.3,7.0
429,9.2,0.56,0.03,2.1,0.074,7.0,17.0,0.99694,3.27,0.61,11.3,6.0
430,8.0,0.45,0.47,2.1,0.074,10.0,23.0,0.9966,3.31,0.66,9.4,6.0
431,12.2,0.43,0.63,2.1,0.086,11.0,23.0,0.9972,3.15,0.79,10.6,5.0
432,7.9,0.59,0.26,1.9,0.076,14.0,86.0,0.99652,3.26,0.58,9.2,5.0
433,7.2,0.6,0.01,1.9,0.074,9.0,28.0,0.9965,3.44,0.62,9.6,6.0
434,7.2,0.59,0.03,3.8,0.074,21.0,58.0,0.9991,3.3,0.59,12.8,7.0
435,8.9,0.65,0.21,2.1,0.076,9.0,31.0,0.9947,3.31,0.54,9.7,5.0
436,9.2,0.69,0.17,2.2,0.089,6.0,14.0,0.9964,3.22,0.6,9.5,5.0
437,7.9,0.42,0.14,1.8,0.079,8.0,17.0,0.9988,3.26,0.72,9.3,6.0
438,7.4,0.59,0.02,2.5,0.069,10.0,46.0,0.99472,3.39,0.47,9.5,5.0
439,7.3,0.4,0.27,2.2,0.08,19.0,40.0,0.99745,3.46,0.62,11.2,6.0
440,7.8,0.52,0.24,2.0,0.076,5.0,27.0,0.9956,3.34,0.62,9.2,5.0
441,6.6,0.67,0.03,2.3,0.074,8.0,28.0,0.99572,3.41,0.67,11.2,8.0
442,9.1,0.51,0.26,2.3,0.084,17.0,42.0,0.998,3.45,0.54,9.9,6.0
443,8.0,0.64,0.24,2.1,0.069,13.0,47.0,0.99704,3.21,0.71,9.5,5.0
444,5.2,0.58,0.0,1.4,0.045,19.0,52.0,0.99528,3.59,0.59,10.0,5.0
445,12.4,0.34,0.69,2.0,0.068,7.0,27.0,0.9982,3.28,0.72,12.4,7.0
446,11.6,0.39,0.49,2.4,0.08,14.0,23.0,0.99541,3.15,0.62,9.9,5.0
447,7.0,0.685,0.1,2.6,0.095,9.0,17.0,0.99504,3.57,0.48,10.0,6.0
448,7.8,0.48,0.42,1.8,0.086,9.0,38.0,0.99652,3.33,0.48,10.5,6.0
449,6.1,0.62,0.05,1.8,0.08,12.0,47.0,0.99738,3.31,0.56,9.8,5.0
450,10.0,0.29,0.56,2.0,0.077,6.0,14.0,0.99787,3.31,0.62,11.2,6.0
451,6.4,0.56,0.07,1.8,0.078,17.0,40.0,0.9956,3.18,0.53,9.5,5.0
452,12.6,0.39,0.49,2.2,0.065,21.0,61.0,0.9994,3.3,0.78,10.7,5.0
453,10.8,0.42,0.32,2.2,0.09,11.0,19.0,0.99585,3.31,0.62,11.5,6.0
454,7.0,0.59,0.0,1.9,0.068,6.0,21.0,0.9971,3.52,0.66,10.9,6.0
455,7.3,0.61,0.04,2.6,0.066,21.0,46.0,0.99258,3.42,0.58,11.6,5.0
456,6.3,0.6,0.12,1.9,0.076,21.0,49.0,0.9976,3.45,0.56,9.5,5.0
457,9.6,0.62,0.22,2.3,0.09,15.0,28.0,0.9972,3.36,0.78,9.2,6.0
458,7.1,0.58,0.07,2.1,0.078,6.0,16.0,0.9973,3.4,0.7,11.4,7.0
459,6.8,0.64,0.07,1.8,0.0969999999999999,16.0,58.0,0.9967,3.44,0.59,9.5,6.0
460,8.9,0.32,0.35,1.7,0.079,6.0,14.0,0.99586,3.14,0.58,9.3,6.0
461,9.1,0.38,0.49,2.0,0.084,5.0,13.0,0.99656,3.2,0.57,10.8,7.0
462,7.1,0.58,0.15,2.1,0.0819999999999999,8.0,40.0,0.9969,3.12,0.6,9.3,5.0
463,8.0,0.57,0.12,1.9,0.066,6.0,16.0,0.99648,3.3,0.49,11.2,6.0
464,6.8,0.58,0.17,2.0,0.096,15.0,57.0,0.99828,3.39,0.72,9.4,5.0
465,8.4,0.51,0.29,2.6,0.106,5.0,16.0,0.9988,3.21,0.8,11.5,6.0
466,9.6,0.39,0.49,2.4,0.062,6.0,11.0,0.99768,3.19,0.51,10.5,7.0
467,8.8,0.715,0.15,2.7,0.076,6.0,28.0,0.9966,3.3,0.61,9.4,5.0
468,9.6,0.32,0.49,1.6,0.075,11.0,20.0,0.99542,3.15,0.76,11.0,7.0
469,6.5,0.58,0.02,2.0,0.0559999999999999,12.0,25.0,0.99572,3.48,0.61,11.4,7.0
470,8.2,0.42,0.26,2.5,0.065,12.0,63.0,0.9979,3.16,0.63,9.2,6.0
471,7.6,0.86,0.07,2.5,0.083,23.0,38.0,0.99564,3.38,0.53,10.8,7.0
472,7.0,0.59,0.0,2.0,0.08,11.0,28.0,0.9972,3.44,0.54,10.5,6.0
473,8.2,0.6,0.49,2.6,0.073,12.0,45.0,0.9973,3.26,0.78,10.1,7.0
474,6.8,0.55,0.08,2.5,0.067,10.0,27.0,0.9974,3.41,0.59,10.5,6.0
475,8.6,0.52,0.26,2.4,0.081,17.0,45.0,0.99656,3.24,0.56,12.4,6.0
476,9.6,0.5,0.24,2.1,0.078,19.0,46.0,0.9966,3.3,0.64,10.0,4.0
477,7.2,0.66,0.0,3.5,0.077,14.0,89.0,0.9976,3.28,0.67,9.2,6.0
478,6.8,0.67,0.02,2.3,0.074,14.0,43.0,0.99746,3.54,0.61,10.4,6.0
479,8.3,0.6,0.26,2.4,0.084,3.0,8.0,0.9976,3.28,0.53,9.6,5.0
480,7.1,0.41,0.31,2.1,0.08,22.0,41.0,0.99593,3.38,0.53,10.5,5.0
481,9.3,0.42,0.4,2.5,0.076,13.0,31.0,0.9963,3.35,0.65,10.0,6.0
482,7.1,0.66,0.0,2.2,0.062,10.0,31.0,0.9986,3.47,0.54,10.5,5.0
483,7.7,0.68,0.01,2.1,0.086,6.0,23.0,0.99562,3.37,0.58,9.4,5.0
484,7.8,0.48,0.25,2.1,0.077,9.0,28.0,0.99774,3.22,0.57,10.8,5.0
485,7.0,0.43,0.15,2.6,0.073,5.0,24.0,0.9956,3.14,0.59,9.5,6.0
486,9.9,0.51,0.24,6.0,0.08,9.0,86.0,0.99586,3.31,0.53,9.9,6.0
487,12.6,0.36,0.49,2.5,0.078,5.0,14.0,1.00005,3.22,0.79,10.3,6.0
488,8.8,0.52,0.22,2.1,0.083,16.0,37.0,0.99504,3.4,0.68,9.5,6.0
489,8.0,0.6,0.34,4.0,0.084,10.0,86.0,0.9994,3.4,0.6,9.9,5.0
490,9.2,0.24,0.42,2.5,0.077,12.0,38.0,0.9988,3.3,0.68,10.1,3.0
491,7.6,0.37,0.31,1.7,0.0819999999999999,27.0,55.0,0.99652,3.2,0.55,9.2,5.0
492,7.2,0.47,0.32,1.9,0.088,24.0,48.0,0.99648,3.33,0.64,10.0,5.0
493,8.6,0.41,0.37,1.9,0.079,19.0,54.0,0.99576,3.31,0.65,9.6,5.0
494,8.6,0.43,0.32,2.6,0.062,12.0,28.0,0.99708,3.27,0.72,9.1,5.0
495,10.0,0.37,0.5,1.9,0.073,19.0,44.0,0.9968,3.18,0.62,9.6,5.0
496,6.8,0.59,0.0,2.0,0.0819999999999999,6.0,14.0,0.9976,3.48,0.64,11.8,7.0
497,10.7,0.49,0.3,2.0,0.0819999999999999,6.0,13.0,0.9968,3.3,0.73,9.7,8.0
498,7.1,0.44,0.14,2.2,0.076,3.0,11.0,0.9956,3.28,0.58,9.3,6.0
499,8.2,0.66,0.04,1.7,0.078,17.0,119.0,0.9964,3.19,0.55,9.3,5.0
500,8.6,0.715,0.33,2.1,0.069,10.0,24.0,0.99702,3.26,0.55,10.9,6.0
501,8.4,0.27,0.45,2.1,0.086,5.0,16.0,0.9958,2.94,0.6,9.4,5.0
502,7.6,0.4,0.24,1.9,0.076,7.0,37.0,0.9976,3.26,0.6,9.5,5.0
503,7.6,0.56,0.19,2.3,0.084,28.0,99.0,0.9947,3.37,0.52,9.5,6.0
504,6.9,0.54,0.01,2.0,0.063,7.0,16.0,0.9966,3.44,0.65,11.7,6.0
505,10.2,0.43,0.32,2.1,0.08,34.0,77.0,0.9976,3.29,0.73,9.5,5.0
506,7.9,0.48,0.31,2.3,0.084,20.0,147.0,0.99604,3.44,0.56,9.8,5.0
507,9.9,0.29,0.45,2.2,0.0819999999999999,15.0,66.0,0.9987,3.3,1.62,9.1,6.0
508,7.0,0.615,0.06,2.0,0.077,5.0,14.0,0.998,3.39,0.56,11.0,7.0
509,8.4,0.635,0.23,2.6,0.09,12.0,38.0,0.9991,3.17,0.61,9.2,5.0
510,9.2,0.37,0.56,1.7,0.076,6.0,23.0,0.9972,3.2,0.93,11.0,6.0
511,11.3,0.32,0.54,2.3,0.095,4.0,11.0,0.99622,3.27,0.62,10.6,5.0
512,9.2,0.52,0.34,3.0,0.092,7.0,23.0,0.99668,3.42,0.76,10.3,6.0
513,9.8,0.65,0.05,2.0,0.0819999999999999,8.0,17.0,0.9964,3.36,0.58,9.8,7.0
514,7.6,0.54,0.16,2.0,0.0579999999999999,18.0,31.0,0.9968,3.24,0.44,9.4,5.0
515,8.0,0.78,0.28,2.0,0.0819999999999999,18.0,42.0,0.998,3.26,0.6,9.5,6.0
516,9.4,0.54,0.44,2.2,0.054,5.0,12.0,0.9976,3.32,0.6,10.5,6.0
517,9.5,0.36,0.39,1.8,0.071,17.0,38.0,0.99504,3.23,0.65,9.3,5.0
518,7.7,0.41,0.32,2.2,0.094,25.0,60.0,0.99628,3.38,0.65,11.066666666666698,6.0
519,7.7,0.67,0.0,2.1,0.084,4.0,17.0,0.99656,3.1,0.6,9.3,5.0
520,6.8,0.58,0.02,4.1,0.077,32.0,69.0,0.9988,3.59,0.52,10.5,7.0
521,8.1,0.52,0.22,2.2,0.072,7.0,33.0,0.9972,3.26,0.54,11.5,5.0
522,7.3,0.43,0.33,2.6,0.071,19.0,58.0,0.9982,3.32,0.56,9.8,5.0
523,8.8,0.32,0.41,2.2,0.076,5.0,9.0,0.9982,3.29,0.81,12.0,7.0
524,6.8,0.59,0.0,1.6,0.078,6.0,12.0,0.9976,3.2,0.55,10.9,8.0
525,8.2,0.56,0.29,2.5,0.0819999999999999,10.0,24.0,0.9976,3.27,0.53,9.4,5.0
526,6.8,0.62,0.03,2.6,0.0819999999999999,12.0,67.0,0.99448,3.61,0.72,11.8,5.0
527,8.5,0.41,0.29,2.5,0.074,12.0,25.0,0.9976,3.39,0.65,10.6,6.0
528,11.4,0.38,0.49,1.8,0.071,6.0,20.0,0.9987,3.34,0.6,9.3,6.0
529,8.2,0.31,0.65,2.0,0.078,14.0,39.0,0.99702,3.2,0.62,10.9,5.0
530,7.4,0.52,0.0,2.3,0.064,13.0,28.0,0.99498,3.48,0.59,9.1,5.0
531,5.6,0.3,0.0,2.6,0.09,20.0,77.0,0.9956,3.16,0.75,10.5,6.0
532,6.6,0.61,0.02,1.8,0.09,9.0,25.0,0.99632,3.36,0.55,9.6,5.0
533,7.6,0.49,0.17,2.6,0.072,17.0,27.0,0.99418,3.32,0.64,9.7,5.0
534,7.1,0.57,0.02,1.6,0.077,10.0,21.0,0.9982,3.34,0.62,9.2,6.0
535,11.3,0.29,0.36,2.1,0.077,6.0,20.0,0.9986,3.26,0.77,10.0,5.0
536,7.1,0.72,0.03,2.6,0.081,7.0,32.0,0.99458,3.2,0.62,10.2,6.0
537,6.9,0.42,0.13,2.8,0.076,24.0,43.0,0.9988,3.53,0.74,9.4,5.0
